"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"Globals","21","1055","0","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","21","2","2","1","1.577955","0","3"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","21","4","1","1","6.629442","0","13"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","21","2","2","1","6.130566","0","3"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","21","2","2","1","4.543361","0","3"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","21","23","2","1","64.530220","0","149"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","21","4","4","1","4.740205","0","6"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","21","2","2","1","1.489920","0","3"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","21","2","2","1","1.066960","0","3"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","21","28","1","1","37.465446","0","426"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","21","4","1","1","2.828283","0","13"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","21","8","1","1","4.860268","0","37"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","21","2","2","1","0.000000","0","3"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","21","42","1","1","79.937592","0","919"
"/Engine/VREditor/TransformGizmo/Xray.Xray","21","21","1","1","37.451706","0","230"
"/Engine/VREditor/TransformGizmo/Main.Main","21","2","2","1","1.643598","0","3"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","21","2","2","1","1.509001","0","2"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","21","6","6","1","2.425111","0","6"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","21","2","2","1","1.880376","0","2"
"/Engine/VREditor/Devices/Generic/GenericHMDMaterial.GenericHMDMaterial","21","21","1","1","35.138996","0","217"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","21","84","1","1","174.465652","0","3050"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","21","84","1","1","153.237671","0","2140"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","21","42","1","1","73.033875","0","591"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","21","2","2","1","1.724178","0","2"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","21","84","1","1","0.000000","0","2156"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","21","28","2","2","24.546579","0","131"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","21","4","1","1","2.929795","0","13"
"/ControlRig/M_Manip.M_Manip","21","4","4","1","2.333426","0","5"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","21","2","2","1","1.376092","0","3"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","21","2","2","1","1.225937","0","3"
"/OpenXR/Devices/M_XRController.M_XRController","21","63","4","3","112.074173","0","348"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","21","30","9","6","21.687183","0","116"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","21","4","4","1","2.393050","0","6"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","21","105","1","1","77.992447","0","1203"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","21","294","1","1","550.007141","0","7263"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","21","908","2","1","1474.824341","0","51996"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","21","29","1","1","46.310150","0","241"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","21","6","1","1","2.828012","0","20"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","21","2","2","1","1.497658","0","2"
"/Engine/VREditor/Devices/Oculus/OculusControllerMaterial.OculusControllerMaterial","21","21","1","1","40.062862","0","174"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","21","4","1","1","3.833597","0","13"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","21","14","1","1","11.815733","0","79"
"/BlockoutToolsPlugin/Materials/M_BlockoutTools_Custom.M_BlockoutTools_Custom","21","189","1","1","361.919281","0","3940"
"/BlockoutToolsPlugin/Materials/M_BlockoutTools_Grid.M_BlockoutTools_Grid","21","189","1","1","437.479187","0","4727"
"/Interchange/gltf/M_Unlit.M_Unlit","21","30","9","6","19.879877","0","126"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","21","58","1","1","109.446068","0","904"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","21","142","1","1","252.580063","0","3177"
"/Interchange/gltf/M_Default.M_Default","21","130","11","6","184.039505","0","763"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","21","130","7","6","196.844147","0","981"
"/Interchange/gltf/M_Transmission.M_Transmission","21","32","2","2","56.534283","0","217"
"/Interchange/gltf/M_Sheen.M_Sheen","21","130","7","6","232.692688","0","952"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","21","130","6","6","232.994202","0","915"
